physics_score,chemistry_score,math_score,total_score,rank
25.5,21.39,34.98,81.87,1868
31.56,21.07,26.23,78.86,1869
38.92,35.47,7.39,81.79,1870
41.06,19.05,21.48,81.58,1871
34.24,36.12,10.25,80.62,1872
27.79,23.84,27.58,79.21,1873
21.62,29.57,30.02,81.22,1874
22.67,34.17,22.98,79.82,1875
22.82,30.51,27.22,80.55,1876
38.68,20.05,22.92,81.65,1877
30.21,22.57,28.49,81.27,1878
18.71,43.02,18.59,80.32,1879
28.06,26.54,26.14,80.73,1880
26.24,28.83,26.33,81.4,1881
22.83,40.45,18.47,81.75,1882
39.56,18.23,22.85,80.64,1883
22.42,32.0,27.31,81.73,1884
39.52,24.41,18.63,82.55,1885
33.94,23.57,23.68,81.19,1886
43.81,26.87,11.15,81.82,1887
30.35,26.01,25.45,81.81,1888
29.82,15.9,35.15,80.87,1889
38.56,10.61,30.02,79.19,1890
25.56,22.69,32.74,80.99,1891
16.65,43.95,19.97,80.58,1892
24.79,14.43,41.42,80.64,1893
25.03,24.67,30.55,80.25,1894
32.99,18.37,29.96,81.33,1895
15.25,40.86,24.28,80.39,1896
41.51,8.47,29.16,79.14,1897
38.05,24.79,18.47,81.31,1898
33.75,9.82,36.81,80.38,1899
24.93,38.86,16.49,80.28,1900
15.29,36.57,27.67,79.53,1901
28.97,20.5,33.23,82.7,1902
37.58,20.48,21.89,79.95,1903
48.06,23.43,8.34,79.83,1904
19.5,39.55,20.27,79.32,1905
29.42,31.2,19.35,79.97,1906
31.47,29.7,20.01,81.18,1907
37.73,29.17,15.02,81.92,1908
20.83,31.73,26.98,79.54,1909
21.19,29.97,28.31,79.48,1910
31.22,19.22,30.47,80.9,1911
22.92,22.63,35.11,80.66,1912
29.22,37.41,13.98,80.61,1913
18.26,31.53,30.78,80.57,1914
14.05,24.99,41.33,80.36,1915
24.74,36.47,20.84,82.05,1916
19.19,28.62,32.69,80.5,1917
22.85,22.63,34.71,80.19,1918
32.4,20.77,26.88,80.06,1919
18.54,32.23,28.85,79.61,1920
16.93,21.0,42.08,80.01,1921
22.22,35.36,22.18,79.77,1922
15.81,36.77,28.23,80.81,1923
36.85,16.27,28.29,81.4,1924
19.97,36.94,23.35,80.26,1925
22.78,28.59,28.24,79.6,1926
15.12,30.87,34.28,80.27,1927
12.41,30.37,37.15,79.93,1928
23.72,22.75,34.08,80.55,1929
31.42,27.33,21.82,80.57,1930
15.52,47.57,19.34,82.43,1931
35.74,41.11,2.14,79.0,1932
35.9,25.92,17.66,79.48,1933
38.62,9.77,32.11,80.49,1934
33.48,37.44,10.75,81.67,1935
17.46,27.43,35.25,80.14,1936
27.18,19.71,32.85,79.74,1937
22.53,32.02,25.66,80.21,1938
35.71,15.9,28.83,80.45,1939
22.88,25.57,30.85,79.29,1940
36.6,24.12,19.58,80.3,1941
23.66,27.18,29.72,80.55,1942
21.58,27.44,31.72,80.74,1943
17.76,15.47,47.38,80.61,1944
29.4,18.0,32.38,79.78,1945
23.78,47.34,8.46,79.58,1946
25.68,8.66,45.95,80.29,1947
34.2,17.61,26.56,78.37,1948
40.06,22.71,15.92,78.69,1949
31.41,16.36,32.48,80.25,1950
18.83,20.58,40.0,79.41,1951
19.13,41.75,20.14,81.02,1952
22.13,29.28,28.51,79.92,1953
28.22,26.62,24.76,79.61,1954
28.48,13.79,36.24,78.52,1955
26.56,19.94,32.96,79.46,1956
20.78,27.72,30.72,79.21,1957
33.97,29.61,16.47,80.04,1958
19.82,33.94,26.42,80.19,1959
15.51,25.23,38.43,79.18,1960
7.31,29.83,41.57,78.71,1961
28.5,20.28,30.54,79.32,1962
21.38,33.77,23.7,78.85,1963
30.31,23.84,25.05,79.2,1964
40.42,24.61,15.06,80.09,1965
44.55,22.9,11.03,78.49,1966
22.73,20.71,36.49,79.93,1967
10.11,24.45,46.01,80.56,1968
36.6,28.32,15.33,80.25,1969
33.47,19.09,27.01,79.57,1970
37.08,12.27,30.8,80.15,1971
28.64,22.14,29.22,80.0,1972
22.6,32.27,25.92,80.79,1973
26.2,21.71,29.9,77.8,1974
27.1,15.43,38.08,80.61,1975
20.6,28.46,29.73,78.79,1976
38.47,21.24,21.12,80.83,1977
19.89,38.29,21.15,79.34,1978
39.76,12.59,25.43,77.78,1979
24.05,32.46,22.63,79.14,1980
30.53,17.91,30.23,78.66,1981
44.76,18.48,15.87,79.12,1982
39.03,11.33,28.53,78.89,1983
30.01,20.34,28.9,79.25,1984
17.11,46.08,15.86,79.05,1985
27.91,38.88,13.27,80.06,1986
22.38,24.0,32.46,78.83,1987
20.95,42.45,16.19,79.59,1988
13.51,28.83,36.68,79.03,1989
39.84,35.59,5.3,80.73,1990
33.76,26.83,20.25,80.84,1991
33.2,17.67,28.11,78.98,1992
29.9,49.86,0.0,79.76,1993
24.21,26.81,28.45,79.47,1994
31.97,30.9,15.78,78.65,1995
36.88,33.03,9.38,79.3,1996
21.31,35.45,22.68,79.44,1997
24.9,16.18,40.66,81.73,1998
35.34,9.76,34.91,80.01,1999
18.16,26.89,33.27,78.32,2000
31.31,10.34,36.23,77.88,2001
26.15,20.91,32.91,79.97,2002
32.4,30.33,16.54,79.27,2003
21.3,29.18,28.34,78.83,2004
20.47,20.47,39.35,80.29,2005
34.87,34.97,8.98,78.82,2006
32.0,16.2,31.56,79.76,2007
32.9,22.65,24.1,79.65,2008
27.63,19.96,30.6,78.19,2009
2.26,29.95,47.28,79.48,2010
14.79,37.58,25.33,77.69,2011
25.37,14.06,40.28,79.71,2012
27.58,15.33,36.34,79.26,2013
25.13,21.46,33.17,79.76,2014
25.1,23.54,29.68,78.32,2015
6.89,37.98,34.89,79.77,2016
8.13,36.47,32.96,77.56,2017
28.28,23.42,26.46,78.16,2018
28.81,10.0,39.06,77.87,2019
22.64,20.1,37.07,79.81,2020
19.23,29.54,30.25,79.01,2021
34.55,28.67,15.35,78.56,2022
15.23,19.64,43.23,78.1,2023
24.19,19.89,34.23,78.32,2024
29.56,13.01,37.04,79.61,2025
36.02,20.83,22.97,79.81,2026
33.55,29.51,16.13,79.19,2027
18.66,32.52,27.67,78.85,2028
19.77,32.39,25.91,78.07,2029
11.81,26.2,40.86,78.88,2030
19.67,26.79,31.57,78.03,2031
29.53,30.18,19.47,79.18,2032
17.74,32.11,30.13,79.97,2033
17.61,12.38,50.86,80.85,2034
21.9,36.24,21.19,79.33,2035
25.23,36.59,15.4,77.23,2036
25.97,13.77,38.74,78.47,2037
35.16,18.07,25.88,79.11,2038
18.18,39.7,21.65,79.53,2039
22.57,21.59,33.91,78.07,2040
25.51,19.75,34.16,79.42,2041
19.09,31.97,28.51,79.57,2042
23.37,34.6,21.9,79.87,2043
23.07,32.42,23.42,78.9,2044
25.78,29.9,23.06,78.75,2045
31.37,27.68,19.33,78.38,2046
19.81,35.81,22.2,77.82,2047
20.61,36.49,21.05,78.14,2048
35.62,23.81,19.19,78.62,2049
29.0,31.07,17.39,77.45,2050
26.45,11.66,40.81,78.92,2051
27.64,16.75,32.85,77.24,2052
29.5,22.42,27.92,79.84,2053
43.15,19.44,17.04,79.64,2054
19.12,32.59,27.07,78.78,2055
33.43,32.99,11.76,78.18,2056
22.95,29.58,27.16,79.69,2057
19.01,34.71,25.7,79.43,2058
29.74,30.96,18.03,78.73,2059
24.58,11.27,43.71,79.57,2060
29.27,18.82,30.83,78.93,2061
23.51,33.1,22.97,79.58,2062
32.99,12.74,33.7,79.43,2063
18.5,37.09,22.97,78.57,2064
24.06,30.84,22.37,77.26,2065
26.25,27.11,26.57,79.93,2066
32.01,27.45,20.1,79.56,2067
28.69,21.36,28.19,78.24,2068
32.96,30.89,15.65,79.5,2069
34.4,12.43,31.03,77.86,2070
23.49,17.45,38.85,79.8,2071
33.48,28.77,16.47,78.73,2072
38.47,23.82,15.56,77.85,2073
20.81,21.16,35.55,77.52,2074
9.14,23.38,47.01,79.53,2075
25.04,32.83,20.52,78.38,2076
21.25,34.07,23.11,78.44,2077
30.26,22.93,23.97,77.15,2078
31.3,32.88,13.81,77.99,2079
8.19,36.42,33.48,78.09,2080
25.54,15.5,37.2,78.24,2081
43.67,16.49,18.51,78.68,2082
10.11,41.85,25.95,77.91,2083
24.9,23.63,29.71,78.24,2084
20.58,22.58,35.63,78.79,2085
13.28,32.35,32.35,77.98,2086
30.26,27.15,19.84,77.24,2087
25.16,31.72,21.1,77.99,2088
17.7,20.8,39.33,77.83,2089
24.13,35.47,17.79,77.39,2090
33.32,20.47,23.92,77.71,2091
35.96,24.58,17.97,78.51,2092
23.75,43.72,10.7,78.17,2093
27.43,42.04,8.08,77.55,2094
28.39,24.97,24.08,77.44,2095
34.78,14.64,28.58,78.0,2096
15.78,36.15,26.07,77.99,2097
30.84,33.56,12.98,77.37,2098
28.37,19.16,30.16,77.69,2099
29.26,16.52,34.35,80.13,2100
25.47,23.49,31.42,80.37,2101
39.11,19.97,18.43,77.52,2102
35.07,18.87,23.33,77.27,2103
27.31,36.19,14.27,77.77,2104
26.02,27.69,24.54,78.25,2105
35.05,29.25,15.62,79.91,2106
22.67,28.39,26.69,77.76,2107
24.58,21.92,31.35,77.85,2108
5.16,32.5,40.83,78.48,2109
36.65,17.01,23.8,77.46,2110
23.34,21.57,33.06,77.97,2111
30.26,20.27,26.62,77.16,2112
13.73,38.92,24.65,77.3,2113
32.87,23.39,21.65,77.91,2114
38.83,15.8,23.72,78.35,2115
38.59,25.03,14.62,78.23,2116
25.74,22.58,30.62,78.95,2117
24.43,23.23,30.15,77.8,2118
15.97,40.04,21.17,77.18,2119
29.03,32.01,17.95,78.99,2120
38.48,11.58,26.36,76.43,2121
24.25,36.76,17.42,78.43,2122
10.5,25.09,41.83,77.43,2123
42.58,25.26,9.45,77.29,2124
26.61,33.46,19.01,79.09,2125
31.42,17.15,26.55,75.13,2126
33.97,19.72,24.35,78.04,2127
34.53,24.69,17.18,76.4,2128
29.25,24.34,24.36,77.96,2129
19.89,20.16,38.85,78.9,2130
31.56,14.03,32.95,78.54,2131
23.89,35.83,18.19,77.91,2132
17.13,20.19,40.34,77.67,2133
34.75,29.46,12.77,76.98,2134
41.04,29.37,7.47,77.88,2135
31.87,15.36,31.12,78.35,2136
22.16,29.41,26.31,77.88,2137
27.45,26.25,23.48,77.19,2138
24.85,21.98,31.66,78.49,2139
26.28,33.22,19.08,78.57,2140
18.1,21.98,37.37,77.45,2141
27.39,17.73,32.64,77.75,2142
32.78,20.16,22.89,75.83,2143
24.77,39.49,12.87,77.13,2144
15.25,32.45,29.95,77.64,2145
17.68,23.94,35.5,77.13,2146
28.29,45.19,5.31,78.78,2147
23.37,21.36,32.37,77.1,2148
32.41,14.95,31.25,78.61,2149
22.54,20.21,34.1,76.85,2150
32.97,29.02,15.12,77.11,2151
28.82,20.27,28.7,77.78,2152
28.81,19.4,30.54,78.75,2153
35.08,33.37,9.56,78.01,2154
29.08,24.27,22.64,75.99,2155
20.38,31.57,25.58,77.52,2156
27.56,30.89,20.3,78.76,2157
26.79,13.05,36.26,76.1,2158
16.86,29.14,31.91,77.91,2159
20.43,14.62,41.52,76.57,2160
22.3,16.43,39.74,78.47,2161
25.64,29.02,23.51,78.17,2162
28.44,33.72,15.21,77.37,2163
11.19,44.04,22.74,77.97,2164
35.58,17.76,23.72,77.05,2165
29.85,22.46,24.45,76.77,2166
34.28,17.94,24.67,76.89,2167
30.49,30.87,15.63,76.99,2168
12.73,46.22,18.49,77.44,2169
19.23,19.5,37.58,76.32,2170
24.14,17.8,34.56,76.5,2171
12.68,29.72,34.37,76.76,2172
22.17,22.29,33.23,77.69,2173
25.68,18.21,33.96,77.86,2174
26.83,37.34,13.86,78.02,2175
14.0,33.47,29.66,77.13,2176
30.91,29.31,15.86,76.08,2177
21.62,32.24,24.31,78.17,2178
19.85,22.28,33.97,76.1,2179
31.19,13.96,31.23,76.38,2180
30.28,20.78,26.11,77.17,2181
33.03,16.19,27.06,76.28,2182
20.99,12.79,42.35,76.13,2183
36.64,27.8,12.96,77.39,2184
18.84,19.43,37.46,75.73,2185
24.63,31.93,20.96,77.53,2186
33.82,21.19,21.01,76.02,2187
34.41,8.92,32.33,75.65,2188
19.78,29.75,28.05,77.59,2189
30.05,19.08,27.11,76.24,2190
22.06,32.89,21.85,76.79,2191
22.61,31.52,22.2,76.33,2192
19.38,38.01,19.15,76.54,2193
16.21,23.39,34.59,74.2,2194
21.99,12.47,42.3,76.76,2195
16.64,13.95,45.99,76.58,2196
31.35,25.96,19.46,76.77,2197
35.07,15.87,26.02,76.96,2198
33.7,20.26,22.61,76.58,2199
20.43,30.86,24.46,75.75,2200
17.0,28.44,31.2,76.64,2201
34.08,23.21,18.3,75.59,2202
26.98,23.02,26.81,76.81,2203
27.04,27.14,22.68,76.85,2204
19.07,16.09,42.13,77.28,2205
24.31,23.34,28.31,75.96,2206
17.96,33.17,26.82,77.96,2207
17.33,34.46,25.2,76.99,2208
23.82,26.23,25.79,75.84,2209
19.1,34.13,23.61,76.84,2210
14.72,29.13,33.91,77.75,2211
15.5,28.71,32.14,76.35,2212
20.31,25.33,30.56,76.2,2213
34.45,26.12,16.42,76.99,2214
38.03,10.61,29.38,78.02,2215
22.73,16.93,36.43,76.09,2216
28.53,21.56,28.18,78.26,2217
26.32,17.85,32.63,76.8,2218
19.99,24.73,33.1,77.82,2219
28.85,24.13,22.29,75.27,2220
18.57,42.49,16.86,77.92,2221
15.4,28.54,32.35,76.3,2222
24.95,21.78,30.53,77.26,2223
28.58,32.87,14.24,75.69,2224
29.36,24.21,22.92,76.5,2225
25.12,28.49,23.06,76.67,2226
39.61,20.55,16.55,76.71,2227
29.45,20.85,26.64,76.93,2228
36.63,26.39,14.19,77.21,2229
20.12,20.89,36.21,77.22,2230
26.39,29.98,19.54,75.91,2231
30.19,14.6,31.98,76.78,2232
28.9,16.51,31.49,76.9,2233
37.71,4.62,34.51,76.84,2234
17.54,29.42,27.55,74.51,2235
44.84,0.0,31.21,76.05,2236
26.58,24.2,24.42,75.2,2237
22.47,25.99,27.72,76.18,2238
25.92,28.03,21.13,75.08,2239
21.39,23.47,30.54,75.4,2240
31.62,14.81,29.64,76.07,2241
34.89,11.5,29.22,75.6,2242
40.61,21.71,14.53,76.85,2243
33.11,18.07,24.44,75.63,2244
30.71,11.61,34.71,77.03,2245
26.66,25.51,23.95,76.12,2246
25.15,31.01,18.26,74.41,2247
26.56,25.86,23.69,76.11,2248
27.0,26.77,22.66,76.43,2249
36.71,31.06,7.68,75.46,2250
34.94,16.04,24.0,74.98,2251
23.96,30.02,22.54,76.52,2252
29.81,32.84,13.02,75.67,2253
31.96,16.47,28.92,77.35,2254
30.5,24.69,21.69,76.88,2255
23.38,19.29,33.79,76.46,2256
21.19,11.72,43.34,76.26,2257
19.55,31.44,26.98,77.98,2258
16.73,24.45,35.49,76.68,2259
28.95,21.26,26.06,76.27,2260
16.83,27.46,31.98,76.27,2261
30.37,24.48,21.61,76.47,2262
23.68,16.95,36.11,76.74,2263
12.31,30.65,32.44,75.4,2264
17.09,16.71,43.31,77.11,2265
11.42,28.93,35.72,76.07,2266
36.95,20.24,19.71,76.9,2267
25.23,32.42,18.65,76.31,2268
25.5,17.47,33.57,76.54,2269
21.15,33.84,21.0,76.0,2270
27.39,22.4,24.48,74.28,2271
17.39,31.68,27.64,76.71,2272
22.89,22.87,31.39,77.15,2273
31.09,35.26,9.78,76.13,2274
17.63,32.91,26.71,77.24,2275
23.9,29.01,22.83,75.74,2276
18.33,26.52,31.25,76.11,2277
33.97,18.91,23.63,76.52,2278
18.33,16.15,41.91,76.38,2279
30.33,28.59,16.91,75.84,2280
11.24,44.52,20.18,75.94,2281
37.06,13.2,24.18,74.45,2282
27.76,21.88,24.35,73.99,2283
12.73,37.59,25.42,75.74,2284
28.53,23.42,22.96,74.92,2285
39.3,17.06,19.24,75.61,2286
35.6,3.48,37.35,76.43,2287
26.79,21.94,25.58,74.32,2288
27.34,28.36,18.89,74.59,2289
20.02,33.26,20.78,74.06,2290
26.42,26.97,22.04,75.43,2291
41.37,6.52,29.08,76.97,2292
15.22,22.28,36.49,73.99,2293
23.97,36.25,13.83,74.05,2294
29.36,20.25,26.25,75.86,2295
22.4,17.88,35.57,75.85,2296
36.71,26.1,11.92,74.73,2297
22.7,28.17,23.59,74.46,2298
27.23,17.16,31.24,75.63,2299
14.96,38.99,21.93,75.88,2300
23.58,20.75,30.86,75.18,2301
25.83,31.16,18.05,75.04,2302
16.37,32.18,28.3,76.85,2303
35.42,18.79,20.56,74.77,2304
23.57,22.51,28.52,74.61,2305
19.66,22.27,33.94,75.86,2306
18.78,38.3,18.2,75.28,2307
16.27,27.95,30.98,75.2,2308
41.99,28.56,5.98,76.53,2309
36.58,14.37,24.48,75.42,2310
36.99,9.47,30.26,76.72,2311
21.1,24.84,27.95,73.88,2312
23.55,20.96,30.8,75.31,2313
9.27,41.59,25.05,75.92,2314
21.85,26.9,28.16,76.91,2315
24.11,23.16,27.91,75.19,2316
21.63,23.2,29.65,74.48,2317
26.23,18.29,31.99,76.51,2318
23.06,29.05,23.66,75.77,2319
28.02,25.12,22.16,75.3,2320
23.96,22.18,30.27,76.41,2321
17.2,29.33,31.18,77.7,2322
28.32,21.91,26.82,77.06,2323
6.46,38.16,31.12,75.74,2324
26.61,28.93,20.33,75.88,2325
25.7,36.41,12.85,74.97,2326
26.03,25.72,23.7,75.46,2327
14.72,34.41,26.02,75.15,2328
19.35,26.45,29.81,75.61,2329
0.0,34.89,41.22,76.11,2330
30.43,31.8,11.8,74.04,2331
16.47,25.23,34.21,75.9,2332
32.52,12.04,30.52,75.09,2333
21.49,18.4,35.75,75.64,2334
40.82,20.16,13.46,74.44,2335
15.31,32.01,28.9,76.22,2336
27.81,31.59,15.67,75.07,2337
27.19,24.98,23.67,75.84,2338
10.15,23.66,40.44,74.24,2339
34.51,19.1,20.81,74.42,2340
28.69,24.4,22.66,75.75,2341
21.64,28.93,24.59,75.16,2342
42.61,14.51,19.07,76.19,2343
17.26,31.34,25.32,73.92,2344
41.04,15.35,18.91,75.3,2345
35.4,21.07,17.66,74.13,2346
24.26,22.47,29.06,75.8,2347
30.68,20.57,23.24,74.49,2348
35.8,25.09,14.69,75.59,2349
21.03,25.1,28.34,74.47,2350
18.07,27.43,29.33,74.83,2351
19.5,10.27,44.54,74.3,2352
21.26,23.6,31.16,76.02,2353
13.99,20.7,40.15,74.83,2354
31.53,21.57,22.65,75.75,2355
11.45,29.06,35.51,76.02,2356
23.55,21.45,30.77,75.77,2357
12.86,35.95,25.59,74.39,2358
15.39,32.4,27.5,75.29,2359
33.95,13.31,27.08,74.34,2360
21.11,31.11,22.77,74.99,2361
23.57,22.47,28.51,74.55,2362
21.87,31.21,22.05,75.13,2363
33.5,26.33,16.55,76.38,2364
27.9,29.71,17.7,75.31,2365
15.2,35.71,23.99,74.91,2366
17.22,22.4,35.52,75.14,2367
24.22,28.02,22.64,74.88,2368
32.73,19.52,23.16,75.42,2369
21.81,31.91,19.92,73.64,2370
25.93,13.31,35.72,74.97,2371
25.93,25.69,23.22,74.85,2372
30.97,23.96,20.64,75.57,2373
14.99,35.25,25.15,75.39,2374
35.8,25.25,12.81,73.86,2375
31.7,13.9,30.48,76.08,2376
27.25,28.66,19.15,75.06,2377
21.94,39.67,12.48,74.09,2378
33.08,19.62,22.16,74.86,2379
28.22,32.76,14.37,75.35,2380
36.53,23.29,14.64,74.46,2381
23.58,22.96,28.82,75.36,2382
30.29,10.46,33.66,74.41,2383
25.7,27.33,23.15,76.18,2384
34.24,13.27,29.09,76.59,2385
17.97,27.3,29.72,74.99,2386
19.95,25.62,27.51,73.09,2387
29.96,15.16,30.54,75.65,2388
37.9,23.42,14.17,75.48,2389
39.33,19.02,15.83,74.19,2390
11.75,40.4,21.9,74.05,2391
31.97,20.65,22.16,74.78,2392
18.14,38.98,19.24,76.37,2393
21.92,28.57,25.19,75.68,2394
29.13,30.53,15.46,75.12,2395
29.9,17.16,26.21,73.27,2396
23.75,20.61,30.77,75.14,2397
33.4,9.7,30.86,73.96,2398
15.2,29.24,29.42,73.87,2399
17.11,36.56,20.33,74.0,2400
26.68,19.15,29.29,75.12,2401
32.15,16.37,26.36,74.88,2402
26.77,27.54,19.97,74.28,2403
28.91,23.75,21.64,74.3,2404
22.79,16.98,33.75,73.53,2405
24.3,31.05,20.35,75.7,2406
17.44,22.65,34.43,74.52,2407
27.39,19.55,27.74,74.68,2408
1.61,41.12,31.92,74.64,2409
17.84,21.62,34.05,73.51,2410
27.12,17.8,29.23,74.15,2411
37.82,9.17,26.05,73.04,2412
23.23,24.19,27.21,74.64,2413
17.0,30.53,27.61,75.15,2414
23.59,33.7,17.93,75.22,2415
18.34,38.51,15.36,72.21,2416
16.97,32.51,25.45,74.93,2417
5.44,35.68,32.95,74.08,2418
20.99,39.5,14.26,74.76,2419
23.18,24.73,26.47,74.38,2420
9.84,38.91,25.3,74.05,2421
11.32,26.4,35.53,73.26,2422
31.99,27.97,14.75,74.71,2423
29.59,18.48,24.8,72.87,2424
17.07,21.42,35.67,74.17,2425
15.07,37.96,21.37,74.41,2426
27.32,21.8,24.11,73.23,2427
18.88,18.88,37.01,74.77,2428
19.68,26.03,28.97,74.68,2429
28.35,14.16,31.81,74.32,2430
15.51,32.42,26.81,74.74,2431
27.43,24.32,21.32,73.07,2432
28.48,21.38,24.82,74.68,2433
21.21,28.33,23.92,73.46,2434
11.21,31.44,30.81,73.46,2435
19.84,32.84,22.05,74.73,2436
24.8,32.89,14.93,72.61,2437
12.25,24.75,36.78,73.79,2438
30.7,13.84,29.47,74.01,2439
18.43,36.7,19.58,74.71,2440
31.05,40.25,3.75,75.06,2441
30.59,14.11,28.47,73.17,2442
24.42,27.79,22.19,74.4,2443
17.76,28.13,27.18,73.07,2444
33.9,17.53,23.18,74.61,2445
28.73,35.66,10.64,75.03,2446
36.26,19.2,18.76,74.21,2447
8.59,32.28,34.48,75.35,2448
23.35,17.47,31.73,72.55,2449
16.02,22.7,35.05,73.77,2450
19.01,21.08,35.02,75.11,2451
12.05,35.72,27.13,74.9,2452
18.92,28.35,25.77,73.04,2453
17.95,16.73,39.54,74.22,2454
23.3,33.24,17.52,74.06,2455
37.39,17.74,18.05,73.18,2456
28.39,19.24,25.69,73.31,2457
22.97,27.19,24.88,75.04,2458
21.89,18.84,33.52,74.25,2459
35.01,10.91,27.36,73.28,2460
36.36,20.38,16.54,73.28,2461
28.17,19.69,24.8,72.66,2462
27.91,23.82,21.97,73.7,2463
33.0,22.76,18.46,74.22,2464
16.58,32.53,24.76,73.87,2465
33.77,13.42,26.91,74.1,2466
30.18,20.19,23.77,74.14,2467
26.82,15.98,31.72,74.52,2468
14.19,30.55,28.84,73.59,2469
32.03,28.93,12.76,73.72,2470
8.68,25.95,38.03,72.66,2471
36.77,31.78,7.24,75.79,2472
29.1,24.88,19.65,73.63,2473
11.38,42.01,19.67,73.06,2474
22.57,24.98,27.56,75.11,2475
14.55,24.68,35.52,74.75,2476
18.12,28.7,28.82,75.63,2477
28.29,16.79,27.84,72.92,2478
8.11,38.45,26.68,73.24,2479
30.68,35.73,6.51,72.92,2480
18.01,14.18,40.77,72.96,2481
32.2,11.52,29.56,73.28,2482
43.52,28.44,2.24,74.2,2483
29.62,14.26,29.81,73.69,2484
27.79,26.2,18.73,72.72,2485
29.71,30.71,13.17,73.59,2486
20.51,25.92,27.26,73.69,2487
24.08,26.74,22.11,72.93,2488
24.94,22.06,27.16,74.15,2489
10.08,28.7,35.05,73.84,2490
12.66,27.03,34.12,73.81,2491
21.84,27.68,23.32,72.84,2492
21.09,35.02,16.08,72.19,2493
41.63,17.72,12.96,72.31,2494
23.69,18.33,30.27,72.29,2495
28.11,35.11,10.31,73.53,2496
18.47,25.14,29.09,72.7,2497
26.09,20.4,26.91,73.4,2498
32.59,21.64,18.23,72.45,2499
34.05,18.87,20.4,73.31,2500
10.74,34.79,27.03,72.56,2501
21.83,34.24,16.09,72.15,2502
26.66,26.2,19.35,72.21,2503
27.19,27.7,18.18,73.06,2504
27.89,17.72,28.13,73.74,2505
20.46,43.49,8.53,72.48,2506
22.48,11.2,40.08,73.76,2507
30.38,29.78,13.68,73.84,2508
25.55,9.32,38.04,72.91,2509
22.91,25.39,24.76,73.07,2510
23.58,28.65,19.99,72.21,2511
9.86,27.9,34.57,72.33,2512
22.55,8.67,43.03,74.24,2513
26.58,20.55,26.01,73.14,2514
18.44,47.82,8.16,74.42,2515
24.48,20.02,28.18,72.68,2516
15.34,34.56,23.19,73.09,2517
24.36,21.39,27.32,73.08,2518
18.7,32.58,22.78,74.07,2519
21.55,31.6,19.25,72.4,2520
25.29,19.8,29.78,74.87,2521
14.11,24.7,33.44,72.26,2522
9.36,25.74,37.38,72.47,2523
22.64,36.61,13.89,73.14,2524
29.17,14.94,28.2,72.31,2525
31.03,21.65,20.89,73.58,2526
38.9,24.34,10.04,73.27,2527
24.14,27.98,20.26,72.39,2528
11.49,36.45,23.9,71.84,2529
17.68,40.66,15.56,73.89,2530
33.56,11.82,27.41,72.79,2531
13.26,20.62,37.97,71.85,2532
15.16,22.21,36.13,73.5,2533
27.39,12.64,32.83,72.86,2534
18.93,35.75,17.41,72.09,2535
23.66,20.87,29.69,74.22,2536
22.38,27.47,23.11,72.96,2537
19.84,30.26,23.34,73.44,2538
22.74,30.13,21.3,74.18,2539
8.88,36.5,27.27,72.65,2540
36.21,9.07,27.48,72.76,2541
28.65,18.41,24.7,71.77,2542
23.7,22.59,27.5,73.8,2543
26.64,19.05,26.16,71.86,2544
30.12,18.97,23.61,72.7,2545
26.48,15.4,28.46,70.35,2546
15.77,19.16,38.48,73.4,2547
11.8,43.21,17.47,72.48,2548
18.1,31.98,22.89,72.97,2549
25.23,24.45,22.65,72.33,2550
27.91,24.13,20.0,72.04,2551
28.91,24.14,18.69,71.74,2552
14.59,17.41,40.21,72.2,2553
18.65,21.55,31.13,71.33,2554
26.34,26.66,20.57,73.57,2555
15.43,22.42,34.01,71.87,2556
36.9,9.29,24.5,70.7,2557
35.83,23.15,13.33,72.32,2558
38.47,16.58,17.18,72.23,2559
25.14,25.03,21.79,71.96,2560
26.66,15.46,29.94,72.06,2561
21.79,30.02,19.17,70.99,2562
23.01,24.82,24.05,71.89,2563
23.29,21.58,27.26,72.12,2564
15.31,13.52,43.08,71.91,2565
15.2,37.3,20.04,72.54,2566
20.68,29.36,22.77,72.81,2567
17.27,29.1,26.59,72.96,2568
12.38,32.19,27.47,72.04,2569
31.8,31.11,9.02,71.93,2570
0.0,38.4,34.63,73.03,2571
28.82,33.57,10.69,73.09,2572
30.48,20.8,20.5,71.77,2573
15.39,23.44,33.1,71.93,2574
16.12,19.04,36.88,72.04,2575
22.84,30.29,17.75,70.88,2576
24.46,21.9,25.69,72.05,2577
34.32,13.6,25.11,73.03,2578
32.34,19.39,19.19,70.92,2579
27.23,20.27,24.07,71.57,2580
19.75,31.66,19.61,71.02,2581
29.07,22.22,19.86,71.14,2582
5.61,39.05,26.97,71.64,2583
27.26,38.56,6.58,72.4,2584
14.48,22.07,35.67,72.22,2585
19.3,40.08,11.76,71.14,2586
24.84,28.9,19.13,72.87,2587
17.04,15.1,39.29,71.42,2588
12.97,38.24,21.45,72.66,2589
27.59,14.6,29.2,71.39,2590
14.44,32.78,25.75,72.97,2591
21.32,18.25,32.11,71.69,2592
39.11,17.5,17.28,73.89,2593
24.17,27.4,19.84,71.42,2594
16.55,20.88,34.19,71.61,2595
18.61,28.19,24.6,71.4,2596
22.1,29.04,19.68,70.81,2597
10.45,35.46,26.47,72.39,2598
24.61,24.49,22.62,71.73,2599
43.27,11.63,17.89,72.79,2600
28.02,21.1,22.67,71.8,2601
22.55,28.13,23.19,73.87,2602
